상장 시기(상장월),최근 공모주 동향(최근 3개월 내의 종속변수 1인 갯수),최근 3개월 공모주 수,"최근 ""따"" 비율",희망공모가_하한,희망공모가_상한,공모가,밴드수익률(공모가/공모가_상한),기관경쟁률,청약경쟁률,의무보유확약,대표주간사,IPO 주간사 순위,총 공모주식 수,구주매출(비율),매출액(백만원),순이익(백만원),자본금(백만원),전문투자자(비율),우리사주조합(비율),일반청약자(비율),공모후 상장주식수(주식수),유통가능주식합계(비율),ROE,종속변수
5,2,9,0.23626975612837994,20109,22861,26617,1.164305585355067,812.8996592080484,1212.3456235882604,0.42948961239259564,13,13,1386842,0.0,17417,4905,2789,0.740238146322972,0.051626975612838,0.20813487806418998,5678697,0.5260772616786709,173.19180957577535,1
11,9,24,0.4008483771408519,10203,12118,12118,1.0,1264.064740482392,1631.7588486696998,0.021366616787788187,5,2,1542418,0.0,5093,-556,5524,0.7923646057323328,0.003393508563407677,0.2042418857042596,11183032,0.526354849856805,-9.501861283598775,1
8,0,15,0.0044089390946120965,4875,5896,6213,1.0504008126449649,1094.8111538997755,1036.2833849017638,0.0012291587778918561,10,1,1776958,0.20038649839358874,16458,2140,1617,0.7993319789250588,0.0,0.20066802107494125,7287584,0.47137970110813654,133.2466099425626,1
5,3,11,0.3540343896551131,14059,16322,16397,1.0112281238726837,847.973107713429,1364.0618792251103,0.07181387829176386,2,5,1305070,0.0,44633,5318,3360,0.725145840848776,0.07485415915122406,0.2,6386764,0.5058441501512183,155.71500025161006,1
7,4,19,0.19587157058662183,13594,16762,14538,0.9073394632332773,963.038882574212,959.0569453248416,0.0897930334050159,11,14,916959,0.0,22717,28,911,0.6685321073533446,0.08146789264665547,0.25,3364836,0.2996504642197775,340.4725249518117,1
2,1,15,0.08940795239832529,6211,7780,8317,1.0655680822210745,517.0280614388655,1037.7527139758201,0.09079441058709248,1,11,1200000,0.0,5807,1273,3311,0.6093600216371249,0.19063997836287513,0.2,6497722,0.5625842164014462,39.38393724667179,1
6,0,6,0.13261480083374022,25050,28892,34681,1.2010550284523227,874.9301442306344,866.0625766581214,0.7229395068170279,4,1,1200000,0.0,346,-4885,3240,0.7920872866075789,0.007912713392421195,0.2,6454293,0.48858474390096523,-151.94109541305448,1
5,7,18,0.4172002127645742,7987,10195,11237,1.100979925532399,1747.9211195354048,2374.850947044304,0.156917879470169,3,3,1109294,0.0,14533,698,2217,0.6316798723412556,0.06972002127645742,0.29860010638228707,5559010,0.3579024022353283,30.858027722336203,1
2,11,19,0.5362837103983978,11076,12879,13731,1.0675337818525894,1355.3788423818237,926.7185711586044,0.14304697249502146,0,9,1324662,0.17387968515776372,54850,2872,4435,0.6,0.2,0.2,8871204,0.4509070556037803,64.84837499516216,1
5,4,12,0.29525191710618315,16158,18732,21603,1.143661829012836,1117.7106198171887,1591.3148551947927,0.3406329868795351,9,9,1296363,0.0,16477,3534,2603,0.7048488497362901,0.05752519171061832,0.23762595855309157,5639680,0.47125334304980276,126.79191543998803,1
10,3,20,0.15010043001920126,17081,21830,14582,0.6884103296813877,183.36611670412123,619.539574902979,0.016891592408025485,2,7,2420875,0.0,670,-40846,7757,0.7916499283301331,0.008350071669866876,0.2,15416700,0.28380751787136393,-527.4599340509932,1
2,1,14,0.08548616075201805,5644,7121,7276,1.023314407477823,470.5831365631469,1097.7143704646778,0.013211497570766426,3,12,1081887,0.0,7445,1575,3212,0.6111426542036281,0.18885734579637184,0.2,6426903,0.5800559265842965,49.056955592155745,1
6,5,17,0.25390319255019705,6324,7487,8045,1.1005127649524449,938.7932282357813,1164.5125090272857,0.17013667953786135,4,14,2780681,0.0,4990,-3476,6720,0.7779202124867903,0.02207978751320975,0.2,13455840,0.30438237300651844,-52.2427762510635,1
3,10,19,0.53,9000,11636,11636,1.0,1568.8462127631853,2101.283705292988,0.1566405772914241,5,1,1230311,0.0,7885,-4231,4787,0.6981799808322279,0.05182001916777213,0.25,9575998,0.3799541419553414,-88.51471149122024,1
2,4,15,0.27468228074526324,4702,5305,5842,1.1062541754037896,1595.9231111902388,1884.5676804791185,0.13461138818364643,1,14,2065551,0.13757660608177696,20508,2028,1087,0.6906354385094735,0.054682280745263205,0.2546822807452632,7932608,0.24579900567442534,216.5561463514319,1
4,3,16,0.2344323524771388,8888,11333,12666,1.1155443273002001,1694.8785352213742,2512.9698746677236,0.2179029576702993,4,3,2458856,0.0,51947,2700,6132,0.712223949646123,0.04333592446918454,0.24444012588469244,12344401,0.26059237450973954,44.852460066531165,1
11,1,21,0.07551624269963986,9738,11528,11528,1.0,1026.161013864143,1026.0997176878993,0.1302282693980998,2,7,546265,0.0,24953,2972,1528,0.8,0.0,0.2,3057166,0.31688412759832346,191.31243866603523,1
8,9,22,0.392384265401158,19834,23800,23812,1.0019301196104613,1477.3442253404908,1515.0341624533044,0.582147620404368,5,2,15988646,0.0,318731,32753,8740,0.700567682238371,0.0988646355232581,0.20056768223837096,73487247,0.3162653312575013,449.8174876284586,1
5,2,17,0.15310534123870778,4159,4712,4946,1.0515526706193539,1318.2236911774896,1248.460917082266,0.13005128675528457,3,9,2000000,0.2286111748111454,34677,2566,804,0.7,0.07656696790029369,0.22343303209970633,8048795,0.2384498570271906,318.01722837537574,1
5,0,7,0.1321175414045428,10490,12794,15436,1.198176312106814,908.4793409862,762.4021154233103,0.39612299211983365,5,1,2561933,0.0,30726,-5137,7496,0.7971848362159082,0.0,0.20281516378409187,15626805,0.5129688647744945,-18.345012332093177,1
3,15,25,0.6324728334927713,8712,10029,10382,1.0352472833492772,1490.0018622386929,2682.338443086154,0.17455976416673286,10,2,1956037,0.0,15598,3337,1467,0.8,0.0,0.2,9888516,0.29234162726509394,328.60193032267125,1
3,2,15,0.18884527558012112,14735,18559,18148,0.9647421259668685,1508.7453258891576,1462.0715347124046,0.14540198489872047,2,9,1029381,0.17649475064457903,14981,2490,746,0.6617526246777105,0.09412368766114476,0.24412368766114476,5129918,0.2454950478998163,386.96338917211045,1
9,3,19,0.19560266072491173,29088,32562,32141,1.0061263516614298,721.2321838267235,1137.6741234681758,0.033952203289922996,3,7,729842,0.116918206304716,26401,6039,2039,0.75,0.03246051510580318,0.21753948489419683,4079713,0.36986392293065096,296.5534180415931,1
4,1,10,0.08126563863506456,11126,13025,13253,1.0177768584514204,958.4357025414754,1309.9593774320979,0.29480232670264334,3,2,2550791,0.5134774903657298,33210,6397,4011,0.6298417951706169,0.1447626927559254,0.22539551207345768,8023301,0.34167518366353167,159.14252541922866,1
7,4,10,0.25668225664275024,7041,8500,8500,1.0,1291.252147164888,2419.8568675178644,0.14757741622877435,11,5,1790391,0.11667375301943193,27425,4172,3904,0.687505314764574,0.11249468523542605,0.2,7083519,0.3778858952673766,101.04206261108627,1
1,3,13,0.2421047844881466,11468,13847,15151,1.0896217254847456,1531.2544410380167,2747.861596307157,0.11065625568420326,6,16,1570948,0.0,16215,-2069,3862,0.7481086274237271,0.0037827451525458133,0.24810862742372708,7979180,0.2506871145903102,-49.28872570540287,1
5,8,19,0.40625129420476297,8312,9686,9686,1.0,1473.1738396069409,2106.016102705683,0.054270381707006425,5,3,1812564,0.0,22188,392,4907,0.7437383521571334,0.025005176819051837,0.2312564710238148,11074974,0.45028177759693755,9.97426524966171,1
2,11,18,0.5214294072128929,10771,12542,13371,1.0671428791371815,1339.8865859647728,924.710113006838,0.14568556582402561,1,8,1328571,0.16485765048614653,54032,2824,4437,0.6,0.2,0.2,8876306,0.44301472977969236,63.742368736673285,1
5,2,10,0.24628017436210795,19439,22160,25766,1.1608019389732622,864.6319990772195,1276.6640623026979,0.4144089173234844,12,12,1371486,0.0,17258,4672,2757,0.7342318953827353,0.0526280174362108,0.21314008718105398,5672075,0.5167725779304206,165.3168463903008,1
2,13,22,0.5413705801179394,9826,11472,12117,1.0534157503111672,1330.4380786405786,2402.4209803329754,0.264610115550102,9,2,2015454,0.016210698292660315,29746,5276,1839,0.7552808322961095,0.04471916770389053,0.2,9802759,0.32496985414525836,338.2721128039092,1
1,1,15,0.07772326671747162,18073,23944,18257,0.7632398858013799,147.4154235567603,49.52995983575124,0.024664089857479046,4,11,769484,0.012257927604444274,19882,-2988,1943,0.7018388730279694,0.048161126972030566,0.25,3888197,0.23870594677707369,-154.5136055837334,1
6,3,6,0.4967182918337496,13968,15972,15987,1.0010939027220835,1276.0907926955706,976.0128107192558,0.14468310151813932,5,2,1303646,0.0,48443,3123,4029,0.7993922762655092,0.0,0.20060772373449082,8060121,0.37342113373779284,77.50429843771497,1
3,6,11,0.6264454720184376,18301,21421,21421,1.0,1592.2077683834634,1055.7190959863965,0.0033073048275012312,14,14,652409,0.00834055288465474,30075,5769,2396,0.75,0.0,0.25,4794041,0.31703791136239684,240.38234694720467,1
7,3,11,0.33302119383654033,38873,45657,53312,1.162662814968402,741.2388791141084,583.4876089236087,0.5615029716952364,4,2,2202809,0.01633602667329306,25928,8830,3576,0.7530944140879078,0.04690558591209218,0.2,8813544,0.35618212109294933,254.6660642462782,1
10,2,18,0.15245418565775226,7401,9238,9238,1.0,713.6929181640786,1184.3174962659048,0.1263364752043442,11,14,2181162,0.0,80108,7561,5232,0.7321771377260385,0.06238001795886498,0.20544284431509646,11910885,0.4120191971265816,148.21196176875642,1
5,4,16,0.29361494454568504,7542,8561,9250,1.091108044363452,1793.2166141216744,2337.346121798966,0.18398777537514652,1,9,2330609,0.18842974104970991,19121,2921,2276,0.6527701109086299,0.07361494454568501,0.273614944545685,7907048,0.2720775430294108,170.30365818228938,1
11,6,24,0.28154774485375395,10443,13922,13922,1.0,1011.1555845383328,1503.3953406450414,0.03351316667758521,2,8,2445097,0.0,1533,-6800,12137,0.7996482398059651,0.0,0.200351760194035,12198592,0.36202492631439426,-54.48551384281464,1
1,13,22,0.6019573054005485,12424,14365,15321,1.069262034352646,1423.8729454640666,935.5983325038952,0.13138126811963943,0,11,1307379,0.21376775285906996,58469,3083,4423,0.6,0.2,0.2,8848646,0.485800473579923,69.7382312329641,1
8,3,17,0.20954065678835662,16138,19199,21430,1.0758447716517754,957.3916795771545,1346.5501372684857,0.4211975718952254,4,3,1067591,0.07089255420863014,93525,8522,2568,0.7178458286239472,0.05984688559611888,0.22230728577993397,4890748,0.4697957251251452,323.5353120122214,1
11,1,29,0.03092092393142703,10945,12067,8828,0.7144278082590234,109.93519663900315,518.0135617231665,0.01351154914283792,1,12,1244474,0.004877827090125186,19849,5311,2483,0.749693025356191,0.04877210142476396,0.20153487321904506,4968340,0.2418649085776709,213.83730016120867,1
9,3,14,0.19722825869958216,19800,22846,25985,1.1046195688340297,1148.7211445775556,1322.027318947832,0.4739978361846111,6,3,1149864,0.07391983415362693,29781,1349,1976,0.7332336981838209,0.06676630181617917,0.2,6309659,0.43115666004088504,573.6035847099939,1
6,2,18,0.13894432684753696,5522,6493,6790,1.0333541225678264,1353.5530497704744,1434.393666092087,0.14510147050577013,5,3,2055590,0.201407564203284,39860,2964,2102,0.6962939863813525,0.0851759455254105,0.21853006809323688,8306965,0.25130106998043583,271.77570914515854,1
3,11,20,0.5000443969329239,9052,11322,12714,1.0974048164578463,1222.4359805628026,763.555924744605,0.4406147925357056,7,13,2522844,0.20079307164096052,38974,6784,5368,0.7556598951187694,0.051297591771076796,0.2,10752125,0.37925429152942736,127.22104727570353,1
1,2,14,0.19636521668360163,7045,8454,8454,1.0,1439.7752628118144,899.97423733605,0.025645343045101437,9,10,3654545,0.1032008305459373,152063,7112,1479,0.75,0.0,0.25,14781821,0.2536636714818578,491.65690544012864,1
8,5,19,0.26959070718654987,24482,28072,28072,1.0,1518.9901304197842,1886.744875139295,0.1471825431407664,8,5,831657,0.06227228900994458,48061,3514,1829,0.7813779040042031,0.0,0.21862209599579685,3402989,0.3415809117856421,192.38269031393145,1
11,7,23,0.31529429357693006,9870,12286,11039,0.9210197192653891,838.0681908173618,1444.047414246948,0.039032196036463095,8,4,876957,0.0,29253,2971,2704,0.75843143119231,0.04156856880768998,0.2,5409311,0.5178965582013111,110.72291059097918,1
4,6,16,0.392208441888378,11148,14049,17000,1.2060463204196394,1732.5904300311418,3506.7366584388037,0.5404527751652556,3,1,1699084,0.09390066469316105,12775,624,5104,0.7351737015736484,0.01976839790180221,0.24505790052454945,10190115,0.24251917898757458,12.031606343192507,1
5,7,18,0.4109107239317084,8408,10636,11772,1.1031812466239022,1715.4179846704794,2334.4400378698165,0.16639299439688127,3,3,1118942,0.0,14633,844,2237,0.635453565640975,0.06909107239317085,0.2954553619658542,5563170,0.363748482105477,35.80582229573294,1
4,6,15,0.43818809828970934,4747,6090,6090,1.0,1435.7719826228815,1604.1293279364913,0.05508681535535542,12,12,2556169,0.0,7163,-305,4296,0.7640481594796116,0.0,0.23595184052038848,12056192,0.40502982334862925,119.1708341535787,1
2,15,22,0.6702468904459352,7545,9694,10247,1.087189282675217,1419.2080993550198,1169.7851771730734,0.18914676188601223,10,3,2637602,0.0,1638,-7409,7913,0.7049588515923441,0.09504114840765587,0.2,15590082,0.3659039675420501,-94.17362956431708,1
1,6,18,0.36511558915490677,17000,20109,20109,1.0,1596.840205272967,1367.232689704987,0.36835115589154904,8,17,1632920,0.17805275677818327,24489,-1028,4475,0.5554868108054543,0.19451318919454583,0.25,8954357,0.2171214581595053,-23.885632789936096,1
7,6,18,0.33076462213785734,3902,4348,4802,1.1135474597771429,1538.3299637241391,1918.5817630980948,0.17093386796499271,5,10,4841742,0.15187039570347813,106573,5184,5210,0.6683485129178569,0.08165148708214305,0.25,19931807,0.24379105879883559,70.98444076582851,1
9,4,18,0.23061723771419979,25318,28387,29178,1.0492212156482459,1014.7863170179169,1159.5447669414848,0.05687328407291077,2,11,675973,0.20669019484725218,21600,5083,2045,0.75,0.018993370109923163,0.23100662989007684,4091779,0.3405055468396325,248.94130569252633,1
2,4,17,0.2236548979588683,13386,16302,17386,1.0722618817018867,875.350003700857,891.3557002247303,0.4889146052923735,3,6,2022209,0.05238986423386788,70591,9992,4760,0.6,0.18613094085094337,0.21386905914905663,9524925,0.4340902949499885,209.49010869247923,1
11,9,23,0.40425697965248536,10445,12821,13386,1.0225745391668515,1447.8362627594986,1975.066056540231,0.11366098088718894,5,2,924751,0.0,8403,1629,2721,0.7811878840276238,0.009406057986188066,0.20940605798618808,5443336,0.5516501412296292,60.052673070554164,1
4,4,15,0.25608904785180053,6086,7050,7782,1.1053630159506003,1586.0203852223165,2109.3324186514646,0.15045375349886891,3,11,1907260,0.06703769938250223,29441,2214,2342,0.7,0.05,0.25,8092310,0.26345868689737306,152.3908997451291,1
6,2,11,0.2047346559618237,9568,11210,12886,1.1681982994776552,930.5530463235958,1109.5697381724383,0.41114706313922744,8,9,1377597,0.0,13895,2310,2886,0.7293295543947894,0.07067044560521056,0.2,5773824,0.22366254888759915,80.32955813160277,1
9,2,15,0.21408597203728197,7791,9916,9916,1.0,1067.3240899619102,1401.6887904418065,0.10344035860985401,7,11,2075875,0.0,56800,5679,3857,0.7341634388814913,0.045019366711052326,0.2208171944074564,12108171,0.3427694086764325,155.39892993838328,1
10,7,23,0.30911715082490215,12041,13771,13888,1.015546927392997,1548.8479097136549,680.0991996369092,0.11637153047731658,13,11,1749248,0.06225291200486353,48205,2976,2975,0.5694336592412462,0.18445307260700305,0.24611326815175075,5768086,0.23881055028054482,99.96568791892959,1
8,4,18,0.27590316922658664,20053,22658,24820,1.09770950767976,1394.125960645369,1164.0058977153712,0.08691601684382205,1,16,595135,0.3247657893951333,14799,3700,2053,0.75,0.0012802596166916758,0.24871974038330832,4108314,0.3028229949653394,180.17312908293403,1
8,1,19,0.0537230989905072,4399,5013,5025,1.0009652478864277,1129.44530286709,816.2507755040551,0.13839955364036607,4,3,2009652,0.3191629921899119,46463,3247,857,0.6986210744479603,0.1,0.20137892555203973,8141917,0.23867903714194819,393.3995429461542,1
2,2,14,0.19942280577545862,12200,14688,10849,0.7696066343734842,426.36222706264266,344.1415233310224,0.007397647545410445,0,7,3596697,0.3363724893153623,83222,70,1453,0.75,0.0,0.25,14541470,0.26784224188169814,4.12882308269505,1
7,4,18,0.2493850552494713,11412,13477,13477,1.0,1285.256709321033,1396.4523554942737,0.0777350347431208,2,7,658615,0.08963531245273693,29755,2191,1605,0.773195181682794,0.0,0.22680481831720603,3210904,0.3406236463127152,140.49672569281404,1
4,6,13,0.5440464389512384,15214,17749,17749,1.0,1219.706575499922,1036.9035980378414,0.14139221511959452,11,11,778655,0.0,65040,7964,2498,0.7345236191856837,0.030952761628632777,0.23452361918568362,4859005,0.39745096729835583,313.9163864610249,1
7,2,14,0.1377235438908459,22441,24813,24813,1.0,1505.246890496979,1227.1544715421835,0.4552858993370347,4,2,5420664,0.0,109814,20573,9398,0.6430343486205136,0.11627590039413897,0.24068975098534745,29743345,0.19076177194542296,230.27980863989563,1
5,2,7,0.3047784938043103,8632,10194,10824,1.0346795710190733,869.1925085025174,1436.5680003691614,0.34527273202979414,11,5,1454872,0.0,78808,3015,3047,0.6684731172553879,0.13152688274461208,0.2,6095926,0.2393918269788955,98.6428666660463,1
1,11,21,0.5205606833603098,10743,14081,14325,1.016261693934489,1296.9781261251626,1379.9976250754607,0.13483575667964418,4,1,1843763,0.011789728102504619,47986,6958,1557,0.7172336284917152,0.08276637150828478,0.2,9331850,0.35482151683946,596.0584717488846,1
9,5,18,0.2715794660158005,4904,5395,5804,1.0771258252404927,1560.660978399423,1492.1253970127727,0.218327519905809,0,11,5183195,0.3036120305917977,202859,9712,8236,0.7366390776740763,0.013360922325923619,0.25,18065198,0.2885441422357447,112.02109594470274,1
5,0,4,0.021295530849219715,8000,9177,10822,1.180958193443097,793.4695505532071,1134.4055324500591,0.3767722251270948,4,1,1107850,0.0,2359,-191,3628,0.6411268621461584,0.15887313785384155,0.2,6703959,0.39600362306672393,-5.830794602877255,1
3,2,11,0.24849399739875772,15311,18301,20401,1.1130120052024846,924.0988621728195,897.2678532205791,0.40451542451749073,5,3,1305612,0.0,18550,2103,2980,0.6075300130062113,0.19246998699378864,0.2,5962973,0.1924334718392055,70.84488362619895,1
3,2,16,0.12485609832232802,16080,20845,16491,0.81857012290291,475.26911132691,421.3348908868354,0.05165772479909013,8,12,837406,0.0,21226,-1818,1491,0.6862859754194179,0.06371402458058201,0.25,3655359,0.26396518940696984,53.961741898567425,1
4,10,19,0.46217099013046337,8525,10598,11824,1.0858781274310105,1166.8921594822027,785.2063400767247,0.39461506996932577,7,11,2551973,0.17703162554706897,36798,6411,5388,0.7490732156748632,0.05706093628449471,0.2,10793292,0.395992690666254,119.92481731919148,1
7,3,14,0.25543924092734527,7709,9883,9883,1.0,1250.9971149332598,1510.3536021696036,0.09129903886373143,6,11,2054371,0.0,44107,4674,3115,0.7358175696370938,0.035094582177437134,0.22908784818546907,12190878,0.31574091212988714,160.17060550148094,1
7,0,11,0.024217745992555217,3090,3784,3784,1.0,458.3898196201018,742.7765828310554,0.21631553519115007,10,14,4539455,0.29254631595562464,94401,2897,7263,0.6380725819975184,0.16789112700372238,0.20336357583229936,15379818,0.24778616946978904,40.367547650334565,1
7,1,19,0.08214466651990199,4741,5475,5583,1.0120542499449632,1202.0565224141037,1020.4330083192556,0.13980016887519087,5,3,2020090,0.27714044464013066,44338,3137,1279,0.6986606388950041,0.09464255558001633,0.2066968055249796,8203981,0.242615455255335,352.0119835543059,1
1,12,22,0.5777909590713288,10208,11626,11626,1.0,1438.6935045318671,1926.5080422491058,0.17435693196674026,14,11,1832377,0.3204215742888704,47579,4273,3053,0.6932171994840716,0.10452186701061894,0.2022609335053095,6100335,0.32067501943478277,139.8936890613601,1
1,12,22,0.582880916885742,10034,11426,11460,1.0039550461745879,1435.8209376170776,1975.8669513838875,0.17761445866307143,13,10,1827406,0.3236356176771134,46500,4283,3058,0.6989453210201099,0.09973633025502748,0.20131834872486262,6117700,0.32237726404988165,140.09550155881024,1
7,9,21,0.3968207130824394,13494,15870,16623,1.052704871362927,1283.353740164931,1127.8510279310458,0.2851138775103419,9,10,2717490,0.4204156442419803,108828,11882,5457,0.7924707326624391,0.011293901006341488,0.2,10911768,0.282232533891922,216.61681699912643,1
5,4,9,0.5094723334609084,13848,16303,16568,1.0151557335374535,1301.7716723888486,1607.2104702506153,0.13788208190278783,6,2,1211338,0.0,48134,2725,3423,0.7810553330781833,0.018944666921816705,0.2,8109336,0.37837215071208335,81.10160219737611,1
2,4,15,0.26961828387944836,4057,4569,5076,1.1098727612931496,1548.1971510343558,1781.8302021301943,0.12316979417644586,1,15,1997455,0.12340951616436806,21086,1819,835,0.7,0.05,0.25,7943138,0.2399629136626914,225.92038277261068,1
6,5,11,0.4777998922703065,12902,15504,14601,0.962395777224118,1001.2570115133909,760.9945088762945,0.18481020704278472,8,13,796383,0.0,6376,-731,1939,0.7424791554448236,0.05,0.20752084455517641,4037635,0.6103864845362269,-37.7479713194552,1
7,5,25,0.2685326788380338,16990,21392,17049,0.84982836468029,1057.9122752149374,1270.6379592792814,0.06630498783329829,5,3,692212,0.09933865560687699,22855,2268,1924,0.75,0.020293464232393244,0.22970653576760675,3850467,0.34058653788491156,117.82547689529875,1
10,5,20,0.27523563426524084,10013,12608,13617,1.0738089085663103,1731.1288847596559,1480.8535816973133,0.28359095592476014,1,7,4507262,0.20634907748488052,142225,5704,9607,0.6928663715053468,0.05713362849465323,0.25,18728405,0.2738752123171922,66.44345399718632,1
3,0,8,0.009627392699326998,11015,13003,13030,1.0021059921529778,625.4320323947557,812.3175859539406,0.3074061805969621,3,2,2506017,0.5897498353354353,38017,7066,4033,0.6387965759125841,0.1581948638688762,0.2030085602185397,8068875,0.35157021638340546,175.13579332303647,1
2,1,14,0.10947546000764213,12047,14415,9784,0.7221007553652161,94.08194746201286,214.90211026685847,0.04024427580207557,1,5,3717490,0.3842118923135709,114328,300,2415,0.731054270776285,0.028418593835572437,0.24210594615678543,14473669,0.2684056087553334,-6.449962129223039,1
3,9,17,0.534850138858666,8757,10757,10838,1.008083564764443,1625.7010452257673,2225.4511632262593,0.21275493306631632,5,1,1472267,0.04043399095174441,20611,-5682,4580,0.672933703623109,0.08514986114133413,0.2419164352355569,9401960,0.32080618279430906,-129.34721353536807,1
6,8,19,0.4331124951548935,9234,10968,11671,1.060930110773346,910.533792808673,1515.8318788590043,0.3179262167527503,4,2,1034880,0.0,82612,5571,2531,0.7234346579897485,0.05313068402050297,0.22343465798974851,4825319,0.40562341126917506,199.9939496210731,1
7,4,21,0.18873970948571367,7962,9408,10031,1.0414819502337667,1112.9477288310215,1174.6000337900452,0.26971545115615714,4,2,1812155,0.030074413919480722,55981,5127,4942,0.7170360995324669,0.08296390046753305,0.2,9894249,0.4704536413035846,106.19628807624883,1
4,2,7,0.293745131508913,11795,13740,15629,1.116254868491087,975.5594914055869,58775.761373916146,0.39643759188645455,8,6,2000000,0.0,34368,1929,5058,0.6300747779123776,0.156254868491087,0.21367035359653533,10709362,0.37039808378301536,37.539677151884966,1
2,1,15,0.08818774832546356,11746,14218,15661,1.0971812251674538,759.0464674028151,880.8926308378867,0.5067917094222909,4,2,2056597,0.08251228820520465,85872,9620,4750,0.6078925695311298,0.19210743046887022,0.2,9585007,0.5018643380179643,197.01772483620707,1
3,8,12,0.6647750970406835,14917,18647,20376,1.0864722376255054,1548.5435863326984,999.3251134456202,0.1281335952457295,8,11,896280,0.0,12808,795,3138,0.6691777901004043,0.09623331484939361,0.24323611881275267,6279203,0.19340071856755753,26.30329584170751,1
2,4,14,0.2898716770783752,11044,13288,14345,1.073161090821707,1515.1627922585135,2604.248163752941,0.12885505261894753,7,15,1693549,0.0,18389,-1270,4012,0.7462580201826016,0.0037419798173984505,0.25,7935486,0.24863617092744156,-32.40785383753938,1
2,4,13,0.3599378881229487,8500,10500,10501,1.0000592886099127,1325.6609286962203,868.0372049289169,0.014213862363703533,1,15,3699661,0.18914658378573593,5416,732,1510,0.7500141163356935,0.0,0.24998588366430652,15100169,0.2573766234701441,48.605026814921686,1
5,1,4,0.25090805399004557,13597,15902,18501,1.159966368370739,736.1885952193827,79715.68311792925,0.5155934053362199,9,7,2001008,0.0009796893603713497,34480,2258,5262,0.6005044744389142,0.19932736741478108,0.20016815814630473,10599327,0.359970968604733,43.30163319837794,1
9,2,18,0.14888021939218393,3710,4355,4221,0.9599888535042365,551.3071252706965,530.6652631036417,0.028826905520776366,6,8,2782781,0.0,103274,4907,5495,0.7,0.1,0.2,11011086,0.39213084926027986,89.53317290438801,1
6,0,6,0.027721510178338737,5769,6770,6770,1.0,569.014842167823,1293.9026421720514,0.05017593342279311,8,6,672481,0.0,8607,935,3218,0.6384493707590255,0.16155062924097446,0.2,6437762,0.49419461723608105,30.36926166581597,1
6,3,6,0.5027617135058786,13955,16088,16165,1.0044187416094057,1281.317702765918,1145.1628123629607,0.1429955743085205,5,2,1274150,0.0,48644,3053,3853,0.7944765729882428,0.005523427011757204,0.2,8075291,0.3759831700080928,79.70590433796514,1
4,7,17,0.4265387870254847,11300,14375,17300,1.2009788434406445,1789.3980056365613,3584.484976006264,0.5043958533098973,3,1,1853907,0.13233097320425632,16682,1437,4499,0.75,0.0,0.25,10230070,0.21945514809708133,50.14610275879957,1
5,7,18,0.3778447467733843,9540,11971,14229,1.1580568986339284,1732.470615729641,3182.294892422845,0.43822908268564187,3,1,1739109,0.0784263277983588,18876,1271,5094,0.7623674050871599,0.0,0.2376325949128401,10175265,0.26512256087244057,24.939132280169233,1
9,3,19,0.20857073759031217,27692,31016,31044,1.022087061649615,829.9535476331178,1145.7741837871797,0.042441305914888955,3,8,709891,0.15016636029885416,24623,5685,2041,0.75,0.027472793234495325,0.2225272067655047,4084182,0.3589906892511998,278.9196898701612,1
11,3,19,0.18804289942424585,28352,32158,32158,1.0,1380.3188086594264,1749.9028055548263,0.17557167507302918,9,5,787084,0.0,54124,4242,1810,0.8,0.0,0.2,3264337,0.36151627916727624,234.2397273725719,1
8,6,16,0.43310765408880836,7821,9390,9505,1.0064328561837788,1286.6506283278113,2945.9087504916406,0.10376358901603433,10,4,1513784,0.19081020545174449,18574,2225,3532,0.7449456129984595,0.05505438700154054,0.2,7049159,0.4986573541559438,63.0177809155978,1
8,1,14,0.10239459504277118,3645,4205,4363,1.0275677755884385,856.290617400031,999.5524304773785,0.2296003762936879,6,13,4855986,0.3131143846727857,148424,6025,8131,0.6772590438658944,0.1091114342011584,0.219691268277456,16305798,0.2668700333505658,71.3867249462493,1
9,3,26,0.1600499638524239,3528,4217,3597,0.7243214027517314,349.2941164979703,282.96697352381733,0.04549991829518908,3,4,3975910,0.0,3812,-254,8560,0.7771357194496538,0.022864280550346273,0.2,17065578,0.32979520441113314,-4.413956980073486,1
5,6,11,0.47550884258665294,13604,15604,15932,1.02298095209159,1171.2005057480178,1035.2013856236513,0.15810427230395646,2,4,1501510,0.330010191086745,54451,6859,2491,0.6,0.2,0.2,8807713,0.30805624371240026,398.9095021858076,1
3,8,19,0.42692409267178916,4225,4916,5583,1.1267310231679473,1645.2875842184972,1784.21623168215,0.13913007796986981,12,11,9838629,0.20447682194347194,51116,-3525,52220,0.7190935879771052,0.03090641202289479,0.25,53994766,0.2770713342519053,94.65514606117422,1
9,3,20,0.17581627180328405,8179,10000,10358,1.0358162718032842,1313.097994241666,1960.478234868504,0.07064265938394379,9,5,1911467,0.11508142465671169,59742,4680,2003,0.764183728196716,0.017908135901642027,0.21790813590164204,8198111,0.2604634430091829,479.5575006320288,1
5,0,4,0.012491335141959192,5179,5993,6015,1.0034067277659888,555.6951032244756,1392.1622251891806,0.0019304790673936934,8,8,730185,0.0,9845,1678,3171,0.6443221203900186,0.15567787960998145,0.2,6343256,0.4986335165628945,52.938755961395884,1
